#        TCE       KIC PN       Period        Epoch        MES     Depth Duration  Rplanet   Rstar Tstar  logg          a RadRatio a/Rstar      SNR       Srad
#                               (Days)       (BKJD)                (ppm)  (Hours) (Rearth)  (Rsun)   (K) (cgs)       (AU)                             (Searth)
#          1         2  3            4            5          6         7        8        9      10    11    12         13      14       15       16         17
011508010-09 011508010 09  26.37768010 140.75895223     8.3026      77.4  13.2538    2.364   2.453  6712 3.828    0.19754 0.008831    9.78      7.1    280.405
011508010-10 011508010 10 114.33801148 179.95078859     7.6440      97.6   3.0000    2.445   2.453  6712 3.828    0.52516 0.009134  292.37     -1.0     39.675
011508397-01 011508397 01   0.61157729 132.04931436    13.1193      82.0   2.7159    2.631   2.507  7287 3.892    0.01712 0.009617    1.23     14.4  54190.587
011508397-02 011508397 02   0.50623327 131.91163294    10.5649     170.1   4.7448    4.303   2.507  7287 3.892    0.01509 0.015730    1.02     20.4  69725.463
011508874-01 011508874 01   3.17187980 131.63746559     9.3949      27.9   4.6182    0.869   1.419  7079 4.277    0.04716 0.005614    2.54      6.3   2037.111
011508874-02 011508874 02   3.17225464 132.00302587     9.2561      38.6   4.4961    1.020   1.419  7079 4.277    0.04716 0.006588    2.65      9.0   2036.790
011509792-01 011509792 01 450.69408469 446.38158474    16.8367      68.4  14.2330   15.711  18.497  4692 2.201    1.44550 0.007784  197.91      5.9     71.102
011512246-01 011512246 01  10.74242656 132.97028423    17.7542      90.5   9.6926    1.668   1.518  5761 4.091    0.09645 0.010072    4.49     17.0    244.492
011512566-01 011512566 01 372.81004824 481.69877183     7.7209     703.3   2.8922    2.537   0.906  5984 4.521    1.01183 0.025659  782.61      6.5      0.921
011512820-01 011512820 01  45.05729782 146.81228918     7.4090      35.6   1.3399    0.792   1.125  6185 4.359    0.25233 0.006453  115.74      7.0     26.062
011513987-01 011513987 01  23.06440866 139.47207656     9.5272     233.6  87.3124    2.248   0.697  5117 4.634    0.14493 0.029553    1.12     20.2     14.208
011514272-01 011514272 01   0.97918814 131.71648873     8.9340      60.0   4.7410    0.353   0.429  3662 4.820    0.01472 0.007536    1.42      8.5    136.852
011514272-02 011514272 02 182.65099547 270.61765260     7.6274    1152.9   2.6253    1.558   0.429  3662 4.820    0.48056 0.033287  400.19      7.7      0.128
011514300-01 011514300 01 395.44702086 272.91941238     8.8011     121.3   6.3133    1.141   0.872  5432 4.446    0.96850 0.011994  227.52      4.2      0.632
011515196-01 011515196 01 348.34277628 397.16048298    11.0630     516.5   7.2880    1.879   0.695  4682 4.613    0.86968 0.024777  197.56      9.4      0.275
011515221-01 011515221 01   1.59095094 132.09750169     8.7867      15.4  13.3524    1.695   4.180  6666 3.475    0.03306 0.003716    1.10      8.2  28287.684
011515679-01 011515679 01   2.13191692 133.06809801     8.3324      71.8  12.5177    0.863   0.957  5889 4.468    0.03222 0.008261    1.26      6.9    950.550
011515679-02 011515679 02 178.71596439 156.74065489    23.5994       0.8   2.8054    0.099   0.957  5889 4.468    0.61718 0.000945  216.14      0.0      2.591
011515679-03 011515679 03  87.57868764 178.82830759    25.0546     879.7  12.5000    2.822   0.957  5889 4.468    0.38362 0.027018   54.71     -1.0      6.706
011515679-04 011515679 04  81.27247242 166.59627469    18.4666     356.1   5.7534    2.122   0.957  5889 4.468    0.36498 0.020323   53.41      2.8      7.409
011515679-05 011515679 05  81.40751205 156.80851264    11.5193     606.4  43.5516    2.797   0.957  5889 4.468    0.36538 0.026779    7.05      5.2      7.392
011515679-06 011515679 06 233.64112461 226.05071290    14.2874    4496.4   6.0932    6.438   0.957  5889 4.468    0.73791 0.061647  298.66     10.7      1.812
011515679-07 011515679 07  98.84130143 143.13052111    12.6082    1082.8  11.9735    3.319   0.957  5889 4.468    0.41584 0.031787   50.49      5.2      5.707
011515679-08 011515679 08  91.19558809 204.70061442    10.8777    1984.1   6.1410    4.597   0.957  5889 4.468    0.39411 0.044024   84.71      7.3      6.354
011515772-01 011515772 01  12.83335838 137.64033896    10.5460     179.4  64.4541    1.924   0.908  5970 4.521    0.10723 0.019419    1.07     21.8     81.607
011516242-01 011516242 01 159.11248935 183.53921483     9.1509     193.8   2.0733    3.132   1.725  5099 3.925    0.55765 0.016641  216.52      7.6      5.795
011516242-02 011516242 02 373.74281912 173.61969848    12.5464     635.9   4.0778    8.948   1.725  5099 3.925    0.98538 0.047538  218.92     10.3      1.856
011516242-03 011516242 03 228.06811816 248.85692115     8.8476     184.2   2.3254    2.725   1.725  5099 3.925    0.70892 0.014476  408.67      5.2      3.586
011516933-01 011516933 01 672.99722677 222.75396841     7.1589     424.5  28.4907    4.036   1.656  6654 4.134    1.66627 0.022333   82.01      7.0      1.735
011517457-01 011517457 01 301.29937967 151.23630551     7.7511    1372.8   2.2072    3.382   0.805  5485 4.574    0.84507 0.038497  652.81      8.4      0.736
011517719-01 011517719 01   2.49576543 132.71257473   396.2799    6413.0   4.4789   14.378   0.992  6039 4.426    0.03550 0.132826    2.50    293.3    930.730
011517719-02 011517719 02   2.49579299 131.69439568    23.1120     309.9   1.5757    2.108   0.992  6039 4.426    0.03550 0.019474    5.34     27.1    930.717
011517719-03 011517719 03   1.24791067 132.75725271    21.4701      54.6   3.1640    0.863   0.992  6039 4.426    0.02236 0.007968    1.66      4.2   2345.224
011517719-04 011517719 04 188.43000957 270.29748524    10.4226     934.3   2.5000    3.035   0.992  6039 4.426    0.63407 0.028035  589.14     -1.0      2.917
011518193-01 011518193 01 429.75750866 209.11920361    13.4572    6773.8   4.9322 1965.679 118.824  3534 0.446    1.25829 0.151598  380.16     21.9   1246.231
011518193-02 011518193 02 426.66674699 221.62109872    55.0517    2437.8   3.9423  539.226 118.824  3534 0.446    1.25225 0.041586  860.82      9.9   1258.283
011518193-03 011518193 03 396.72125295 245.63208311   137.9785    3827.6   3.1084  676.078 118.824  3534 0.446    1.19295 0.052141 1025.85     10.4   1386.488
011519180-01 011519180 01   0.84206390 132.00600725    11.5898     293.9   0.5920    3.970   1.940  8063 4.125    0.02135 0.018751    5.28     17.9  31257.584
011519180-02 011519180 02   0.84206487 131.51384210    11.6951     371.9   0.6438    3.909   1.940  8063 4.125    0.02135 0.018465    9.58     24.3  31257.536
011519180-03 011519180 03   0.74499148 132.09001392     9.8296      75.9   2.2580    1.989   1.940  8063 4.125    0.01968 0.009396    1.43      6.4  36802.761
011519180-04 011519180 04   0.74504617 131.56307717     9.9419      89.2   2.5000    1.859   1.940  8063 4.125    0.01968 0.008782    2.36     -1.0  36799.159
011519466-01 011519466 01   1.54404947 131.88102585     8.4089      14.9   6.1311    0.821   2.110  5845 3.828    0.02694 0.003565    1.93      8.2   6417.104
011519466-02 011519466 02 242.59674648 338.60689579    12.4746     249.7   1.2609    3.960   2.110  5845 3.828    0.78429 0.017200  694.69      4.3      7.569
011519466-03 011519466 03 242.61136774 339.66015180    12.6502     194.4   7.1331    3.327   2.110  5845 3.828    0.78432 0.014448  147.37      6.0      7.568
011520274-01 011520274 01   2.44598090 133.77196270    10.2010      62.2   3.1649    1.503   1.675  6850 4.167    0.04071 0.008223    3.19      9.7   3339.866
011520274-02 011520274 02   1.35873015 131.92691200     9.0475      40.0   3.3986    1.094   1.675  6850 4.167    0.02751 0.005987    2.78      8.0   7314.010
011520384-01 011520384 01   9.26866308 135.01207867    10.6880     356.8  20.8910    3.262   0.889  6261 4.532    0.08583 0.033627    1.35     11.5    147.700
011520648-01 011520648 01 392.76131193 194.40609240     7.1764    1162.9   7.7710    2.849   0.672  4394 4.617    0.92405 0.038856  197.61      8.6      0.177
011520793-01 011520793 01   2.14814069 132.87007086    15.2413       6.0   3.2048    0.615   2.189  7414 3.992    0.03902 0.002574    2.57     10.1   8521.543
011520793-02 011520793 02   2.14827886 133.18657893    13.9570       7.9   4.5043    0.623   2.189  7414 3.992    0.03902 0.002609    3.69     14.9   8520.812
011520793-03 011520793 03   0.71599631 131.75055940    10.2443       2.3   8.0058    0.346   2.189  7414 3.992    0.01876 0.001449    1.01      7.0  36874.047
011520913-01 011520913 01   0.97586697 131.84293992     8.3628      29.3   1.6392    0.658   1.019  5657 4.354    0.01828 0.005917    2.25      7.6   2849.931
011521048-01 011521048 01  25.70281179 142.94088828    22.6896     528.6  20.7515    1.896   0.835  5532 4.488    0.15709 0.020806    9.68     13.3     23.709
011521087-01 011521087 01 195.18250960 316.50171325     7.9670     951.3   2.3548    3.294   0.997  5779 4.425    0.65081 0.030273  477.70      7.7      2.345
011546920-01 011546920 01   2.40435016 133.86924560    10.9645       4.8  10.6701    0.466   2.004  6706 3.945    0.03825 0.002132    1.53      1.5   4973.744
011546920-02 011546920 02   2.41018748 133.68993563    10.6268      52.4   7.4398    1.582   2.004  6706 3.945    0.03831 0.007235    1.83     10.9   4957.689
011546920-03 011546920 03   2.40743077 133.25855625    11.7192      33.8   5.9236    2.312   2.004  6706 3.945    0.03828 0.010574    1.11      4.7   4965.259
011546920-04 011546920 04  89.73188433 201.62409381    10.1477     318.9   4.4913    3.977   2.004  6706 3.945    0.42716 0.018186   92.72     10.3     39.880
011546920-05 011546920 05  76.30082720 176.03700564     8.9795     207.1   8.3751    3.061   2.004  6706 3.945    0.38340 0.013996   53.56      7.9     49.504
011546920-06 011546920 06  56.10303147 187.50326112     9.1221     201.5   2.9510    3.221   2.004  6706 3.945    0.31233 0.014728   79.25      9.8     74.593
011546920-07 011546920 07 129.99440947 141.24822353     8.7756     194.8  12.1378    3.079   2.004  6706 3.945    0.54691 0.014078   51.64      8.6     24.328
011546920-08 011546920 08 281.39242078 262.56005063     8.2536     232.8  10.9793    3.719   2.004  6706 3.945    0.91517 0.017007   74.62      7.9      8.688
011546920-09 011546920 09  97.83761202 176.26049022     7.8541     140.7  10.5000    2.397   2.004  6706 3.945    0.45251 0.010961   71.61     -1.0     35.536
011547271-01 011547271 01   0.91358822 131.78703555     8.4809      75.7   2.5000    1.329   1.519  6639 4.227    0.02071 0.008020    2.86     -1.0   9361.445
011547513-01 011547513 01   5.31734652 134.09030447    27.6073      75.7  25.6021    1.016   1.054  5923 4.377    0.05894 0.008838    1.31     19.2    352.664
011549599-01 011549599 01 387.03764384 259.90122294     7.9589     919.7  18.9095    2.500   0.780  4879 4.532    0.94681 0.029373  121.14      8.3      0.345
011551226-01 011551226 01 468.90345187 525.23164081     7.3189     562.5   8.7998    2.611   0.787  5303 4.509    1.06350 0.030398  137.20      7.3      0.388
011551652-01 011551652 01   1.19161350 131.58578619     9.9799      10.9   2.9571    0.799   2.069  7302 3.965    0.02485 0.003541    1.60     10.2  17659.895
011551652-02 011551652 02 350.44667445 282.49915303    10.6257     110.6   7.6187    2.686   2.069  7302 3.965    1.09888 0.011895  114.07      5.8      9.030
011551692-01 011551692 01   7.83438057 135.06750099    78.0602     380.8   5.3932    1.604   0.720  4920 4.620    0.07133 0.020414    6.70     39.2     53.494
011551692-02 011551692 02   3.00506802 133.88620772    58.7271     198.7  10.2142    1.214   0.720  4920 4.620    0.03765 0.015447    1.47     29.0    191.942
011551692-03 011551692 03  58.01895491 152.02837259    21.5373     508.5   5.4456    2.100   0.720  4920 4.620    0.27100 0.026724   33.92     13.6      3.706
011553706-01 011553706 01   3.72292540 134.36238250    17.5711       0.0  43.2420    0.018   2.348  6284 3.813    0.05141 0.000071    1.00      0.0   2913.793
011554435-01 011554435 01  18.86824832 149.40237561    39.8653     753.2   5.2849    3.161   0.886  5578 4.518    0.13608 0.032690   10.77     60.0     36.767
011554517-01 011554517 01 370.25307264 191.38148212     7.3891     266.9   9.2300    1.845   0.983  5871 4.493    1.04088 0.017196  167.20      7.4      0.949
011555530-01 011555530 01 365.09473493 326.02227225     9.1738     839.2  19.9035    2.864   0.790  4860 4.559    0.93767 0.033218   67.30      7.5      0.355
011559115-01 011559115 01   2.38240056 133.66331707     7.3749      14.2  11.1597    0.585   1.512  7156 4.192    0.03808 0.003547    1.66      5.2   3703.314
011560037-01 011560037 01   1.46652241 131.85095391    11.7701      95.4   5.8774    1.157   1.020  5888 4.387    0.02462 0.010396    1.33     13.6   1848.335
011560037-02 011560037 02 215.11622271 201.85365761    12.2504     628.9  14.9681    3.132   1.020  5888 4.387    0.68477 0.028141   47.75      7.1      2.389
011560037-03 011560037 03   0.73340101 132.14475710     9.6066     111.2   7.6309    1.082   1.020  5888 4.387    0.01551 0.009721    1.03     17.5   4656.329
011560273-01 011560273 01   1.82749779 132.61111415    18.4075       2.6   7.4747    0.598   3.450  9225 3.783    0.04041 0.001588    1.52      4.9  47296.619
011560273-02 011560273 02   1.82741685 133.32990446    20.2950       8.0   5.0711    1.126   3.450  9225 3.783    0.04041 0.002990    1.54     17.7  47299.412
011560273-03 011560273 03   1.82809310 131.85147007    11.9941       2.6   0.5679    0.597   3.450  9225 3.783    0.04042 0.001587   21.39      3.4  47276.084
011560273-04 011560273 04  30.93027412 135.46315249     9.0168      30.4   2.6718    2.206   3.450  9225 3.783    0.26638 0.005859   38.04      6.0   1088.414
011560447-01 011560447 01  33.23887465 139.84537081   697.4050   12830.6   1.5000   16.413   1.475  5321 4.069    0.19754 0.101975  185.78     -1.0     40.044
011560447-02 011560447 02   1.05528472 132.47148322  2647.0682    8919.8   2.4313   14.731   1.475  5321 4.069    0.01981 0.091521    2.99    134.6   3983.234
011560447-03 011560447 03   8.97070911 132.40682737   778.8649   12479.7   2.5000   16.124   1.475  5321 4.069    0.08250 0.100177   30.04     -1.0    229.594
011560768-01 011560768 01 646.85654461 171.91786671     7.5546     202.5   8.1623    1.969   1.239  5979 4.261    1.47440 0.014564  363.83      6.8      0.809
011564013-01 011564013 01   1.75288894 132.66508721    65.5263      83.4   2.8895    1.009   0.898  5821 4.402    0.02577 0.010293    1.96      3.1   1249.481
011564013-02 011564013 02   1.75057053 132.97416673    47.1411    1152.6   3.1740    3.215   0.898  5821 4.402    0.02574 0.032809    3.50     33.6   1251.688
011564013-03 011564013 03   1.75045257 132.06812322    30.6932     572.7   1.3954    2.539   0.898  5821 4.402    0.02574 0.025913    4.81     18.7   1251.801
011564366-01 011564366 01 367.77293722 172.84402458    10.6593    1026.7  38.9178    5.527   0.927  6253 4.503    1.00416 0.054638   24.50     11.8      1.167
011564882-01 011564882 01   0.54280939 131.71299086    10.7576     271.4   2.5103    2.495   1.499  6950 4.244    0.01470 0.015253    1.78     11.8  21735.594
011564882-02 011564882 02   0.54280506 131.90259815    12.9988     497.3   1.5255    3.471   1.499  6950 4.244    0.01470 0.021219    2.53     19.1  21735.825
011564882-03 011564882 03  46.12954475 141.26461313     7.7539     296.3   4.5000    2.606   1.499  6950 4.244    0.28415 0.015934   79.18     -1.0     58.174
011565158-01 011565158 01 496.70375063 241.47985920     7.4797      46.2  19.5622    0.956   1.230  6000 4.313    1.28046 0.007119  103.38      7.7      1.071
011565170-01 011565170 01  96.47550532 195.12879247    47.6530   10549.5  18.5216   10.510   1.000  5780 4.438    0.41176 0.096314   38.73     15.4      5.898
011565170-02 011565170 02 134.36671971 233.99551400    28.4899    1501.1   6.0000    3.837   1.000  5780 4.438    0.51352 0.035160  176.27     -1.0      3.792
011565279-01 011565279 01 324.21649971 245.27884939    12.8253     109.5  20.9870    5.513   4.712 11360 3.636    1.40300 0.010722   63.67     10.2    168.305
011566064-01 011566064 01 152.10547265 176.34822846    47.0297    1610.0   5.0851   10.445   1.640  6200 4.072    0.58572 0.058363   89.86     39.4     10.379
011566064-02 011566064 02  30.65282566 134.83114974    10.3638     186.2   5.8712    2.488   1.640  6200 4.072    0.20133 0.013903   24.26     10.3     87.848
011567149-01 011567149 01   0.68478877 132.03711965     8.7295      14.9   4.6412    0.428   1.027  6140 4.455    0.01568 0.003816    1.15      7.7   5460.167
