#        TCE       KIC PN       Period        Epoch        MES     Depth Duration  Rplanet   Rstar Tstar  logg          a RadRatio a/Rstar      SNR       Srad
#                               (Days)       (BKJD)                (ppm)  (Hours) (Rearth)  (Rsun)   (K) (cgs)       (AU)                             (Searth)
#          1         2  3            4            5          6         7        8        9      10    11    12         13      14       15       16         17
008093473-01 008093473 01 330.09146574 247.89260450    14.3031    1346.0   3.1107    1.045   0.287  3360 4.961    0.60773 0.033371  816.83      4.7      0.025
008093473-02 008093473 02 389.47585132 311.33690231    14.4303    3592.9   6.9919    1.727   0.287  3360 4.961    0.67859 0.055154  418.00     10.4      0.020
008093473-03 008093473 03 374.58344821 151.99165992    14.7267    4427.7  19.1849    1.924   0.287  3360 4.961    0.66118 0.061434  145.58      9.5      0.022
008093473-04 008093473 04 557.67507195 156.53974436    16.1360    3528.1  10.7764    1.680   0.287  3360 4.961    0.86206 0.053653  416.55      8.7      0.013
008093473-05 008093473 05 356.85933161 338.77535871    14.8478    1079.4   2.5519    1.045   0.287  3360 4.961    0.64015 0.033355  704.28      3.7      0.023
008093473-06 008093473 06 455.42561681 492.88329890    17.4067    3456.9   6.6743    1.668   0.287  3360 4.961    0.75318 0.053246  543.80      9.5      0.017
008093662-01 008093662 01 424.91110474 166.55160648     7.2190     492.9  13.3535    1.980   0.844  5862 4.555    1.08091 0.021503  189.37      8.0      0.645
008094097-01 008094097 01 386.19424394 297.78956364     7.2958     500.7  10.9119    2.076   0.864  5749 4.547    1.02387 0.022021  196.54      7.5      0.697
008094140-01 008094140 01   0.70640586 132.09393070  1052.5349   69803.0   1.7989   19.802   0.736  4429 4.569    0.01400 0.246553    3.51    451.4    953.447
008094140-02 008094140 02   0.70642455 131.71744371  2368.4904   55618.5   2.0000   16.635   0.736  4429 4.569    0.01400 0.207127    3.32     -1.0    953.413
008094764-01 008094764 01 376.15983580 359.68525537     7.1309     111.9   9.4206    1.791   1.469  6301 4.210    1.10652 0.011173  154.35      6.2      2.489
008095028-01 008095028 01   0.72759213 132.19849382    14.0198     451.5   1.5000    1.114   0.535  4599 4.710    0.01286 0.019074    3.81     -1.0    693.851
008095028-02 008095028 02   0.72723942 131.68377166    12.5268       0.0   5.0203    0.007   0.535  4599 4.710    0.01285 0.000124    1.12      0.0    694.300
008095028-03 008095028 03  30.32798388 146.27677786    17.7921    5726.9   1.7936    3.962   0.535  4599 4.710    0.15458 0.067866  137.30     12.9      4.801
008095099-01 008095099 01   1.05165577 132.22616842  8610.0537  130571.4   3.5000   35.107   0.965  6074 4.466    0.02020 0.333384    3.15     -1.0   2783.857
008095110-01 008095110 01   2.10363041 133.23420279  2023.2747    7555.8   6.3388   11.437   0.786  5546 4.587    0.03069 0.133344    1.77    792.9    556.079
008095321-01 008095321 01   1.57592206 132.85067291     8.9735       1.8  17.2820    0.273   1.844  6745 4.054    0.02969 0.001357    1.01      1.4   7155.112
008096758-01 008096758 01 275.86701409 258.11767045    44.8604     741.2   0.7100  581.105 154.438  3273 0.117    0.86630 0.034481 1416.34      4.8   3267.745
008096758-02 008096758 02 268.33503165 258.14768895    87.0884    2174.2   3.4141 1553.565 154.438  3273 0.117    0.85046 0.092185  263.72     63.1   3390.611
008097582-01 008097582 01 509.19667329 531.89465954     7.4955     335.8  12.6152    1.398   0.747  5501 4.577    1.14332 0.017154  272.76      6.1      0.350
008097825-01 008097825 01   1.46786008 132.40248575  2569.0718   55343.7   7.2559   38.922   0.959  5539 4.381    0.02353 0.371932    1.85    919.0   1400.402
008097825-02 008097825 02   1.46908256 132.66548996  1583.9169   16771.1   5.0000   12.269   0.959  5539 4.381    0.02355 0.117244    2.58     -1.0   1398.848
008097897-01 008097897 01   0.66359280 131.81948176    14.2360      62.8   1.4805    0.739   0.781  5667 4.587    0.01416 0.008669    1.80      3.1   2811.074
008097897-02 008097897 02   0.66304746 132.01099382    34.1112    4258.3   1.5000    5.080   0.781  5667 4.587    0.01415 0.059609    3.62     -1.0   2814.158
008098120-01 008098120 01   0.52392921 131.72646530     8.7035     135.6   1.8258    2.124   1.570  7203 4.206    0.01438 0.012397    1.39     11.7  28742.042
008098181-01 008098181 01   0.98558872 132.02237613    11.4686     102.5   7.4585    3.416   3.435  4961 3.301    0.01844 0.009112    1.19      6.9  18830.483
008098181-02 008098181 02  10.94056810 137.24136945    14.4472    1618.4   1.3124   14.098   3.435  4961 3.301    0.09176 0.037612   57.48      7.7    760.448
008098181-03 008098181 03  17.78650060 144.69321546    18.0648     666.4  18.0668    8.883   3.435  4961 3.301    0.12687 0.023699    6.95      5.8    397.803
008098181-04 008098181 04   4.61500631 132.50494371    12.2013     536.2   2.0000    7.754   3.435  4961 3.301    0.05161 0.020687   17.92     -1.0   2403.769
008098181-05 008098181 05   6.75909210 136.25419772    10.7959     329.1   1.4994    6.585   3.435  4961 3.301    0.06656 0.017567   26.68      2.6   1445.233
008098300-01 008098300 01   2.15284081 132.92090946  9405.2393  168903.2   4.5000   43.260   1.037  6502 4.440    0.03349 0.382288    5.10     -1.0   1535.508
008098300-02 008098300 02   1.61549671 132.68251793  8366.0264  179199.5   3.5000   44.607   1.037  6502 4.440    0.02765 0.394197    4.97     -1.0   2251.783
008098515-01 008098515 01   1.28699937 131.99844144     8.3920      11.7   6.0613    0.520   1.507  6846 4.205    0.02546 0.003163    1.74      6.7   6896.250
008098515-02 008098515 02 612.77604461 139.26729106     8.4530     227.5  24.8362    2.438   1.507  6846 4.205    1.55229 0.014828  137.15      7.7      1.855
008098515-03 008098515 03 115.04215847 203.35931299     8.3600     209.3   3.8853    2.839   1.507  6846 4.205    0.50895 0.017264   64.18      9.3     17.255
008098515-04 008098515 04 164.88783806 216.74968396     8.2562     144.9   0.5834    2.137   1.507  6846 4.205    0.64699 0.012996 1094.05      3.1     10.677
008098515-05 008098515 05 164.89042018 216.97095292     8.2388      83.6   4.5000    1.391   1.507  6846 4.205    0.64700 0.008461  280.90     -1.0     10.677
008098515-06 008098515 06 129.70723163 179.12685933     8.2233      79.1   3.3955    1.569   1.507  6846 4.205    0.55133 0.009541  129.03      3.3     14.704
008098728-01 008098728 01   2.26117569 132.15171484     8.1038      22.1   3.1134    1.641   2.995  6655 3.638    0.03792 0.005021    2.65      7.6  10964.077
008098728-02 008098728 02 483.59596254 335.14256153     8.6576     353.8   4.1802    7.333   2.995  6655 3.638    1.35607 0.022439  272.09      8.6      8.573
008098945-01 008098945 01 677.65693241 137.12943145     7.6593    1001.1   5.1735    3.442   0.848  5818 4.554    1.47900 0.037197  403.65      8.1      0.337
008099447-01 008099447 01   0.53296308 131.95693445    29.6239      33.4   3.5526    1.929   3.373  5229 3.544    0.00000 0.005240    1.29      0.5      0.000
008099613-01 008099613 01 626.44575562 180.95935812     7.3890     599.0   9.3407    2.439   0.927  5684 4.490    1.41799 0.024109  372.35      7.0      0.400
008103917-01 008103917 01   0.66061646 131.51970902     9.3425      13.2   2.8323    0.710   1.687  7360 4.179    0.01725 0.003857    1.23      6.4  25150.685
008103917-02 008103917 02   1.98031056 131.94923562     8.6175      39.4   4.9094    1.225   1.687  7360 4.179    0.03586 0.006656    1.68      8.3   5818.860
008103992-01 008103992 01 490.22473016 337.61371217     9.0908    1517.3   9.0970    2.913   0.720  4661 4.574    1.08521 0.037080  339.54      9.2      0.186
008104030-01 008104030 01 411.36319608 519.60782888    47.8632    6725.3   3.7274   13.309   1.055  6006 4.330    1.03280 0.115603  466.03     53.0      1.216
008104030-02 008104030 02 376.23020877 377.58177107    39.8095    5417.2   2.1574    8.051   1.055  6006 4.330    0.97312 0.069930 1236.24     38.5      1.370
008104030-03 008104030 03 458.20214942 566.43931840    46.0764    6107.1   3.5000    8.259   1.055  6006 4.330    1.10978 0.071738 1067.19     -1.0      1.054
008104151-01 008104151 01 502.64475159 485.18491030     8.1641    2221.9  23.1980    5.369   0.900  5533 4.531    1.23889 0.054668   80.64      8.4      0.443
008104324-01 008104324 01 529.62475543 458.40791470     7.8520    1167.0  16.5335    2.313   0.695  5073 4.636    1.17040 0.030495  250.75      8.8      0.209
008104437-01 008104437 01 180.03980768 259.64182980     7.9752    1007.2  37.2617    6.616   1.101  6398 4.411    0.65183 0.055064   12.46      9.4      4.283
008104598-01 008104598 01   0.57385075 131.96827058     7.9279      34.0   1.7570    0.944   1.393  6557 4.249    0.01458 0.006213    1.50      9.3  15110.676
008105398-01 008105398 01 581.47498891 293.81532495     8.7880     233.1  13.5766    2.254   1.286  6072 4.133    1.27608 0.016065  169.41      8.9      1.237
008105433-01 008105433 01 520.66803393 309.81127177     9.3446     760.7  12.2162    2.916   1.012  6063 4.476    1.31480 0.026404  269.14      7.9      0.717
008105710-01 008105710 01 329.42619956 172.86483089     8.3314     570.0  18.9734    2.469   1.000  6004 4.434    0.93083 0.022630  114.35      9.4      1.344
008105778-01 008105778 01 611.77302681 279.18683215     8.5388     656.1  10.5499    2.323   0.864  5749 4.547    1.39134 0.024639  354.99      7.3      0.377
008106568-01 008106568 01 516.94824389 234.43406595     7.4859     576.1  11.9962    2.003   0.747  5118 4.607    1.18180 0.024571  211.02      7.4      0.246
008106592-01 008106592 01   2.98007189 131.82963435     9.4219      20.2  19.1919    0.572   1.167  6518 4.379    0.04294 0.004489    1.16      7.4   1194.254
008106592-02 008106592 02 408.16029069 464.14620517     9.7296     431.3  14.2151    2.589   1.167  6518 4.379    1.14103 0.020329  164.24     12.0      1.692
008106592-03 008106592 03 631.61078569 306.03096868     9.8144     303.6  41.4520    2.443   1.167  6518 4.379    1.52655 0.019185   48.77      9.4      0.945
008106592-04 008106592 04  64.25696036 191.98775133     8.4587     265.2   3.5030    2.346   1.167  6518 4.379    0.33268 0.018421   51.80      8.7     19.899
008106610-01 008106610 01 515.36374350 187.86192253    11.6589     842.1   3.5548    3.741   1.108  6355 4.410    1.31866 0.030944  576.61     11.3      1.032
008106610-02 008106610 02 572.62424157 336.67136035     9.6847     650.9   4.0016    3.019   1.108  6355 4.410    1.41461 0.024972  825.84      8.8      0.897
008106610-03 008106610 03 572.64224388 349.07685680     9.5029     835.7   4.0671    6.137   1.108  6355 4.410    1.41464 0.050754  347.03      9.0      0.896
008106610-04 008106610 04 472.31594994 200.24856605     8.6701     723.0   5.5473    3.834   1.108  6355 4.410    1.24417 0.031706  236.76      9.0      1.159
008106610-05 008106610 05 622.51674666 167.46793922     8.5069     790.4   5.3326    5.918   1.108  6355 4.410    1.49563 0.048944  284.12      9.9      0.802
008106610-06 008106610 06 354.85988779 224.36539583     8.5362     596.4   4.2731    2.974   1.108  6355 4.410    1.02824 0.024594  418.01      9.0      1.697
008106610-07 008106610 07 354.03553513 286.87426285     8.0112     605.3  31.3874    4.781   1.108  6355 4.410    1.02665 0.039543   26.25      8.4      1.702
008106644-01 008106644 01 469.19716020 443.64225775     7.1106     222.6   7.0443    2.287   1.382  6315 4.198    1.21976 0.015165  312.90      8.8      1.829
008106647-01 008106647 01 450.38797119 277.09625036     7.2784     195.3   4.5034    2.943   1.806  5768 3.960    1.18186 0.014936  386.25      7.0      2.316
008106713-01 008106713 01 600.54952424 286.84035649     8.9567    1060.1  22.4024    2.745   0.793  5379 4.583    1.33427 0.031724  156.90     11.8      0.265
008106802-01 008106802 01 293.05281359 423.69933478    13.1498    1176.0  20.9741    2.884   0.839  5573 4.562    0.84496 0.031499  102.39     13.4      0.852
008106863-01 008106863 01 572.53941692 345.14108345     7.4667     537.5  12.0842    2.281   0.881  5767 4.538    1.33932 0.023727  225.37      7.8      0.429
008106973-01 008106973 01 231.39668314 337.92333499   224.8368   19704.4  24.7240   19.713   0.800  5796 4.575    0.70631 0.225817   50.70    146.6      1.297
008106973-02 008106973 02 437.29180636 226.24438357   142.5066   25071.0  12.0000   12.627   0.800  5796 4.575    1.07962 0.144638  317.44     -1.0      0.555
008106973-03 008106973 03 528.70080962 488.83707295   126.6104   18334.7  23.4847   12.175   0.800  5796 4.575    1.22527 0.139468  137.06     71.3      0.431
008106973-04 008106973 04 414.93725416 257.49400312    33.5168     771.3  18.1834    2.284   0.800  5796 4.575    1.04251 0.026157  154.61      6.0      0.595
008106996-01 008106996 01 629.74697060 289.58106356     9.3754     707.4  21.7411    3.342   0.996  6136 4.442    1.43873 0.030745   85.77      9.4      0.609
008106996-02 008106996 02 506.11601015 477.34124349     8.2398     845.4  24.0668    3.226   0.996  6136 4.442    1.24367 0.029682  100.92      8.6      0.815
008106996-03 008106996 03 539.84920977 439.39411716     8.5127     990.3  25.7685    5.450   0.996  6136 4.442    1.29833 0.050144   54.94      9.4      0.747
008107132-01 008107132 01 471.40939323 498.54541312    10.2367     671.2  13.3293    1.716   0.631  4491 4.663    1.03669 0.024918  211.79      8.8      0.135
008107225-01 008107225 01   5.63293202 132.01109803    17.3947     161.2   2.2032    1.247   0.804  5216 4.580    0.05975 0.014217    8.95     16.5    120.070
008107225-02 008107225 02   5.63352134 135.84431954    16.0525     118.2   3.0121    1.046   0.804  5216 4.580    0.05976 0.011919    7.00     14.0    120.054
008107225-03 008107225 03   5.63253185 134.30920555    14.9368     125.1   2.0309    1.095   0.804  5216 4.580    0.05975 0.012484    9.76     12.9    120.082
008107253-01 008107253 01 308.65868263 361.81053143     7.6004    2108.0  23.1811    7.336   0.924  6025 4.507    0.89426 0.072753   41.85      9.5      1.260
008107283-01 008107283 01 341.18927897 357.40582441    12.9006    1259.6  23.5719    3.768   0.858  5759 4.471    0.88515 0.040244   49.63     12.7      0.926
008107380-01 008107380 01  14.00719484 136.01571184    29.1119     114.9   5.1686    1.465   1.124  5788 4.323    0.11258 0.011946    8.70     14.3    100.242
008107380-02 008107380 02  14.00602258 132.98595082    26.1011      98.6   5.1355    1.271   1.124  5788 4.323    0.11257 0.010358   11.55     13.0    100.254
008107380-03 008107380 03 495.21786511 463.60407604    15.8824     691.2   4.6318    3.484   1.124  5788 4.323    1.21266 0.028405  419.98     15.8      0.864
008107380-04 008107380 04 488.21342318 407.58285605    15.2690     633.4   4.8967    3.447   1.124  5788 4.323    1.20120 0.028101  346.18     15.4      0.880
008107380-05 008107380 05 530.23639189 337.53147454    14.9373     665.7   4.0696    3.056   1.124  5788 4.323    1.26917 0.024919  787.10     15.1      0.789
008107380-06 008107380 06 320.80466783 449.60042321    14.7617     861.7   6.0870    5.623   1.124  5788 4.323    0.90789 0.045845  136.80     17.0      1.541
008107380-07 008107380 07 663.28560543 155.46645671    13.6267     576.3   4.9033    3.142   1.124  5788 4.323    1.47347 0.025619  549.71     13.1      0.585
008107380-08 008107380 08 439.18531625 393.57480640    13.2886     625.2   5.0000    2.785   1.124  5788 4.323    1.11937 0.022707  682.97     -1.0      1.014
008107819-01 008107819 01 374.76274403 290.77081592    10.5665     438.2  18.0891    2.312   1.044  5938 4.388    1.00771 0.020292  122.61      6.9      1.196
008107903-01 008107903 01   1.52214366 132.60759487     9.5060    1360.0   4.5000    0.996   0.272  3421 5.009    0.01685 0.033546    2.73     -1.0     31.960
008107974-01 008107974 01 375.75393019 288.71927249     7.9483     364.0  10.5224    2.101   1.019  6006 4.410    1.01022 0.018894  191.96      6.4      1.186
008108261-01 008108261 01 363.77349859 257.06646688     7.5656     773.8  33.8790    4.671   0.834  5395 4.564    0.97356 0.051328   26.64      7.8      0.557
008108437-01 008108437 01 556.54872272 209.93274508   554.5842  135740.2  11.2237   43.266   0.914  5911 4.519    1.32738 0.433798  450.46    740.6      0.519
008108608-01 008108608 01 367.79074694 247.15490348     7.3121    1397.8  39.8559    6.235   0.885  5941 4.533    0.99631 0.064562   25.96      9.9      0.881
008108639-01 008108639 01 371.26507033 235.80410935     7.4035     778.4  14.3902    3.698   0.810  5844 4.570    0.97232 0.041840   65.45      8.2      0.725
